rfp_name,rfp_group,curryr_rev,prevyr_rev
RFP_NAME_B,6128792,2150.53,2670.88
RFP_NAME_B,6128798,179.96,538.94
RFP_NAME_B,6128815,4855.09,4587.8
RFP_NAME_B,6128821,7987.04,12424.63
RFP_NAME_B,6128827,2211.12,2218.96
RFP_NAME_B,6128839,0,0
RFP_NAME_B,6128844,1417.56,2781.96
RFP_NAME_B,6128847,5382.1,6263
RFP_NAME_B,6128854,1149.83,1597.81
RFP_NAME_B,6128858,0,0
RFP_NAME_B,6128860,4258.19,6056.07
RFP_NAME_B,6128884,3680.44,8407.35
RFP_NAME_B,6128893,2760.6,2411.8
RFP_NAME_B,6128898,17645.59,15031.15
RFP_NAME_B,6128903,3692.14,4597.24
RFP_NAME_B,6128907,2340.56,3487.33
RFP_NAME_B,6128911,3296.26,4060.99
RFP_NAME_B,6128914,3169.46,4755.83
RFP_NAME_B,6128924,1290.14,761.46
RFP_NAME_B,6128926,6447.64,7351.67
RFP_NAME_B,6128941,7716.43,8040.62
RFP_NAME_B,6128945,5881.94,2352.52
RFP_NAME_B,6128950,145.5,1575.15
RFP_NAME_B,6128951,13315.04,14076.96
RFP_NAME_B,6128952,6298.61,5258.31
RFP_NAME_B,6128984,31224.69,28190
RFP_NAME_B,6128991,7513.96,8206.17
RFP_NAME_B,6128999,0,-147.54
RFP_NAME_B,6129001,44.63,264.11
RFP_NAME_B,6129017,812.49,2198.54
RFP_NAME_B,6129019,12026.76,12080.78
RFP_NAME_B,6129020,3193.25,5503.43
RFP_NAME_B,6129022,1785.34,2344.35
RFP_NAME_B,6129037,49.18,118.66
RFP_NAME_B,6129041,5204.06,6255.42
RFP_NAME_B,6129053,14188.44,15390.47
RFP_NAME_B,6129064,6311.6,5304.32
RFP_NAME_B,6129071,2139.97,2703.85
RFP_NAME_B,6129073,844.66,1857.33
RFP_NAME_B,6129079,2660.38,3421.94
RFP_NAME_B,6129094,75960.85,84148.06
RFP_NAME_B,6129103,0,0
RFP_NAME_B,6129107,5706.17,4491.24
RFP_NAME_B,6129109,5316.32,5547.22
RFP_NAME_B,6129112,0,0
RFP_NAME_B,6129115,5055.02,5643.92
RFP_NAME_B,6129155,16240.8,18562.19
RFP_NAME_B,6129157,2223.87,2473.07
RFP_NAME_B,6129159,6935.07,9237.49
RFP_NAME_B,6129163,30971.67,27022.78
RFP_NAME_B,6129183,5791.61,7768.06
RFP_NAME_B,6129188,2068.71,4494.66
RFP_NAME_B,6129199,22729.12,30840.19
RFP_NAME_B,6129220,10617.69,9741.31
RFP_NAME_B,6129221,18340,23020.75
RFP_NAME_B,6129246,4500.91,6258.8
RFP_NAME_B,6129275,1725.47,3205.1
RFP_NAME_B,6129282,0,6707.17
RFP_NAME_B,6129290,0,0
RFP_NAME_B,6129297,6102.38,5873.98
RFP_NAME_B,6129304,2811.8,6518.43
RFP_NAME_B,6129312,0,0
RFP_NAME_B,6129327,3406.69,5163.89
RFP_NAME_B,6129328,4297.68,3233.88
RFP_NAME_B,6129330,0,0
RFP_NAME_B,6129340,1854.41,1532.58
RFP_NAME_B,6129345,3871.58,2755.44
RFP_NAME_B,6129350,0,0
RFP_NAME_B,6129364,7241.16,6295.79
RFP_NAME_B,6129372,792.96,639.78
RFP_NAME_B,6129396,414,345.38
RFP_NAME_B,6129399,11896.48,13538.02
RFP_NAME_B,6129400,5195.93,4370.43
RFP_NAME_B,6129403,11911.63,10630.8
RFP_NAME_B,6129422,0,12695.86
RFP_NAME_B,6129424,1764.49,2451.47
RFP_NAME_B,6129431,0,0
RFP_NAME_B,6129443,0,0
RFP_NAME_B,6129448,106.08,425.61
RFP_NAME_B,6129460,0,64.48
RFP_NAME_B,6129464,2755.56,3892.34
RFP_NAME_B,6129468,11657.59,13569.89
RFP_NAME_B,6129476,3420.8,3684.54
RFP_NAME_B,6129477,0,0
RFP_NAME_B,6129491,17664.52,9909.52
RFP_NAME_B,6129503,695.8,1210.59
RFP_NAME_B,6129505,1537.47,797.28
RFP_NAME_B,6129522,4174.87,4015.95
RFP_NAME_B,6129526,5342.01,5042.43
RFP_NAME_B,6129530,5677.45,4877.35
RFP_NAME_B,6129531,3682.92,5575.21
RFP_NAME_B,6129533,6770.31,4054.01
RFP_NAME_B,6129535,5386.48,13064.58
RFP_NAME_B,6129540,36925.67,52738.4
RFP_NAME_B,6129554,10513.07,9889.08
RFP_NAME_B,6129560,2174.18,2302.49
RFP_NAME_B,6129577,4368.84,3890.58
RFP_NAME_B,6129593,4352.15,5990.96
RFP_NAME_B,6129599,0,0
RFP_NAME_B,6129602,4446.67,3356.01
RFP_NAME_B,6129606,3968.07,3677.58
RFP_NAME_B,6129608,37883.73,36964.99
RFP_NAME_B,6129610,218.94,0
RFP_NAME_B,6129612,3293.87,3843.63
RFP_NAME_B,6129623,4390.09,4032.21
RFP_NAME_B,6129637,1435.1,2289.85
RFP_NAME_B,6129648,0,0
RFP_NAME_B,6129650,3420.35,7400.55
RFP_NAME_B,6129660,5197.16,2748.83
RFP_NAME_B,6129667,59103.51,65515.59
RFP_NAME_B,6129669,6531.74,6629.95
RFP_NAME_B,6129673,4652.9,3163.89
RFP_NAME_B,6129684,15718.03,9086.06
RFP_NAME_B,6129690,44434.02,38195.9
RFP_NAME_B,6129693,69909.95,80681.3
RFP_NAME_B,6129696,0,237.32
RFP_NAME_B,6129701,28184.45,29592.46
RFP_NAME_B,6129704,0,0
RFP_NAME_B,6129708,10498.35,10950.81
RFP_NAME_B,6129710,784.49,1247.77
RFP_NAME_B,6129715,237.27,889.73
RFP_NAME_B,6129727,3195.68,4196.36
RFP_NAME_B,6129731,8104.18,9954.25
RFP_NAME_B,6129738,0,0
RFP_NAME_B,6129742,5879.11,7967.48
RFP_NAME_B,6129748,3687.98,3404.59
RFP_NAME_B,6129779,3264.52,3162.19
RFP_NAME_B,6129850,0,0
RFP_NAME_B,6129851,2279.73,3298.29
RFP_NAME_B,6129873,0,257.92
RFP_NAME_B,6129877,8092.11,8157.57
RFP_NAME_B,6129884,5864.44,4435.94
RFP_NAME_B,6129886,3581.64,3677.79
RFP_NAME_B,6129887,27584.7,24698.81
RFP_NAME_B,6129903,23617.88,19442.52
RFP_NAME_B,6129906,12092.68,11811.51
RFP_NAME_B,6129924,7690.6,6361.22
RFP_NAME_B,6129930,0,0
RFP_NAME_B,6129931,3068.94,2461.14
RFP_NAME_B,6129933,1573.97,2276.61
RFP_NAME_B,6129942,0,0
RFP_NAME_B,6129950,3636.45,2632.97
RFP_NAME_B,6129960,4771.37,4001.55
RFP_NAME_B,6129967,1562.34,980.12
RFP_NAME_B,6129972,882.39,1153.04
RFP_NAME_B,6129974,11998.19,14487.46
RFP_NAME_B,6129976,0,0
RFP_NAME_B,6129987,3540.08,3794.96
RFP_NAME_B,6129996,19548.55,22458.07
RFP_NAME_B,6129999,0,0
RFP_NAME_B,6130004,612.72,1811.81
RFP_NAME_B,6130016,1071.55,1984.06
RFP_NAME_B,6130023,10625.82,14826.55
RFP_NAME_B,6130055,0,0
RFP_NAME_B,6130067,1554.6,4640
RFP_NAME_B,6130076,0,0
RFP_NAME_B,6130094,1848.52,2887.4
RFP_NAME_B,6130098,21154.64,17091.59
RFP_NAME_B,6130100,12865.04,11868.99
RFP_NAME_B,6130108,2597.51,6031.39
RFP_NAME_B,6130118,5906.55,6799.49
RFP_NAME_B,6130132,0,4505.63
RFP_NAME_B,6130133,0,-622.43
RFP_NAME_B,6130139,3794.05,2584.04
RFP_NAME_B,6130148,5345.34,6037.58
RFP_NAME_B,6130150,11532.06,9840.89
RFP_NAME_B,6130155,12375.74,13961.97
RFP_NAME_B,6130156,12922.63,11571.73
RFP_NAME_B,6130157,684.17,1397.48
RFP_NAME_B,6130187,16210.77,15852.01
RFP_NAME_B,6130205,11360.68,12436.06
RFP_NAME_B,6130211,3141.09,2723.72
RFP_NAME_B,6130215,1411.34,1807.95
RFP_NAME_B,6130225,1993.83,2325.85
RFP_NAME_B,6130232,1264.49,3073.62
RFP_NAME_B,6130236,0,863.33
RFP_NAME_B,6130238,1434.86,1252.99
RFP_NAME_B,6130242,6071.58,5322.15
RFP_NAME_B,6130256,2414.77,3149.44
RFP_NAME_B,6130257,5631.17,8079.76
RFP_NAME_B,6130265,460.49,338.84
RFP_NAME_B,6130269,37577.89,40689.32
RFP_NAME_B,6130275,5087.95,5376.85
RFP_NAME_B,6130276,13280.05,12811.72
RFP_NAME_B,6130277,0,0
RFP_NAME_B,6130279,3260.19,2804.51
RFP_NAME_B,6130286,4711.64,6521.66
RFP_NAME_B,6130290,0,1375.43
RFP_NAME_B,6130293,387.86,1015.42
RFP_NAME_B,6130295,1033.98,2027.7
RFP_NAME_B,6130301,2603.83,997.21
RFP_NAME_B,6130323,5918.53,5643.11
RFP_NAME_B,6130341,3173.47,3671.46
RFP_NAME_B,6130383,5380.1,8438.95
RFP_NAME_B,6130399,852.52,581.38
RFP_NAME_B,6130409,5271.63,4509.99
RFP_NAME_B,6130417,3538.53,3332.08
RFP_NAME_B,6130419,8884.43,10408.07
RFP_NAME_B,6130422,3986.41,5483.82
RFP_NAME_B,6130428,1461.58,2288.97
RFP_NAME_B,6130437,10389.19,7169.68
RFP_NAME_B,6130442,0,0
RFP_NAME_B,6130466,6988.86,2710.15
RFP_NAME_B,6130479,2653.72,1537.44
RFP_NAME_B,6130540,12473.68,14631.47
RFP_NAME_B,6130547,682.87,891.17
RFP_NAME_B,6130558,13486.27,7999.74
RFP_NAME_B,6130569,219.83,4705.58
RFP_NAME_B,6130580,10710.8,12433.02
RFP_NAME_B,6130603,8175.62,10185.45
RFP_NAME_B,6130607,27140.2,25200.69
RFP_NAME_B,6130618,10103.87,8669.45
RFP_NAME_B,6130626,110.39,13753.96
RFP_NAME_B,6130628,11461.46,12367.1
RFP_NAME_B,6130631,194.24,97.12
RFP_NAME_B,6130638,8159.09,8626.31
RFP_NAME_B,6130654,435.7,81.1
RFP_NAME_B,6130666,17390.74,22223.45
RFP_NAME_B,6130679,3396.83,3218.51
RFP_NAME_B,6130718,7477.31,7573.46
RFP_NAME_B,6130729,153.18,2997.15
RFP_NAME_B,6130736,25513.78,30251.49
RFP_NAME_B,6130748,4865.7,5613.62
RFP_NAME_B,6130768,2091.05,2773.26
RFP_NAME_B,6130777,128.96,411.1
RFP_NAME_B,6130781,3757.14,5608.06
RFP_NAME_B,6130786,0,2647.99
RFP_NAME_B,6130789,0,0
RFP_NAME_B,6130799,12207.29,10716.2
RFP_NAME_B,6130815,38387.85,43842.63
RFP_NAME_B,6130819,11518.92,11312.86
RFP_NAME_B,6130830,16436.59,16444.98
RFP_NAME_B,6130832,3938.6,5016.2
RFP_NAME_B,6130842,4642.62,7308.81
RFP_NAME_B,6130854,6745.35,4264.57
RFP_NAME_B,6130869,1928.33,1907.58
RFP_NAME_B,6130874,7967.32,4308.42
RFP_NAME_B,6130883,26202.32,24854.43
RFP_NAME_B,6130884,598.13,628.87
RFP_NAME_B,6130887,6086.73,4194.24
RFP_NAME_B,6130898,5660.88,6390.77
RFP_NAME_B,6130933,3238.36,3400.32
RFP_NAME_B,6130965,0,0
RFP_NAME_B,6130968,16697.08,18188.45
RFP_NAME_B,6130972,1471.93,1565.1
RFP_NAME_B,6130982,2010.87,2048.17
RFP_NAME_B,6131006,1156.61,1435.16
RFP_NAME_B,6131010,0,0
RFP_NAME_B,6131017,3728.09,5239.18
RFP_NAME_B,6131021,24610.42,19278.72
RFP_NAME_B,6131032,2731.7,2790.82
RFP_NAME_B,6131034,15262.44,16170.17
RFP_NAME_B,6131036,2586.98,2767.68
RFP_NAME_B,6131037,6372.93,9124.26
RFP_NAME_B,6131072,5736.13,4857.5
RFP_NAME_B,6131087,2394.15,2423.51
RFP_NAME_B,6131088,27844.92,33879.33
RFP_NAME_B,6131096,3196.77,4305.55
RFP_NAME_B,6131127,3198.11,3427.07
RFP_NAME_B,6131140,24143.55,43944.05
RFP_NAME_B,6131147,2638.64,1502.44
RFP_NAME_B,6131156,367.07,2774.43
RFP_NAME_B,6131172,636.64,685.91
RFP_NAME_B,6131177,9787.65,10594.76
RFP_NAME_B,6131182,11618.02,10413.18
RFP_NAME_B,6131188,106630.76,98615.92
RFP_NAME_B,6131189,758.71,1836.5
RFP_NAME_B,6131195,559.93,1183.24
RFP_NAME_B,6131197,1922.48,2673.31
RFP_NAME_B,6131209,780.7,1139.03
RFP_NAME_B,6131226,4226.29,5782.53
RFP_NAME_B,6131237,6419.47,7603.23
RFP_NAME_B,6131260,13764.56,13166.57
RFP_NAME_B,6131267,2028.1,2830.98
RFP_NAME_B,6131271,718.36,1597.93
RFP_NAME_B,6131303,8080.6,8645.04
RFP_NAME_B,6131316,20978,21787.79
RFP_NAME_B,6131321,5113.83,7226.62
RFP_NAME_B,6131346,4051.81,2722.41
RFP_NAME_B,6131361,11450.44,9661.34
RFP_NAME_B,6131364,2085.93,3334.91
RFP_NAME_B,6131369,3056.93,4055.49
RFP_NAME_B,6131372,13769.41,13341.16
RFP_NAME_B,6131383,-49.18,2455.98
RFP_NAME_B,6131386,0,0
RFP_NAME_B,6131391,13858.29,14087.5
RFP_NAME_B,6131393,0,0
RFP_NAME_B,6131401,7720.16,7363.86
RFP_NAME_B,6131406,9270.9,9851.94
RFP_NAME_B,6131409,21968.48,14029.14
RFP_NAME_B,6131413,1297.43,4128.22
RFP_NAME_B,6131429,866.23,902.63
RFP_NAME_B,6131435,3203.92,4843.11
RFP_NAME_B,6131437,5906.18,8482.71
RFP_NAME_B,6131442,32723.27,29606.4
RFP_NAME_B,6131463,5827.86,7755.46
RFP_NAME_B,6131466,0,0
RFP_NAME_B,6131468,19658.27,26612
RFP_NAME_B,6131471,8017.09,10095.56
RFP_NAME_B,6131486,4794.27,4549.55
RFP_NAME_B,6131499,0,0
RFP_NAME_B,6131520,3382.93,3789.89
RFP_NAME_B,6131521,12263,7118.24
RFP_NAME_B,6131546,23515.49,21249.55
RFP_NAME_B,6131548,8230.45,10832.37
RFP_NAME_B,6131554,3832.05,4486.73
RFP_NAME_B,6131555,5450.71,7355.93
RFP_NAME_B,6131557,16736.4,28567.1
RFP_NAME_B,6131558,11643.47,12769.83
RFP_NAME_B,6131572,4518.74,5715.32
RFP_NAME_B,6131574,0,415.8
RFP_NAME_B,6131577,10363.04,7391.08
RFP_NAME_B,6131587,19856.25,20435.16
RFP_NAME_B,6131633,4810.95,7206.62
RFP_NAME_B,6131640,13059.58,14848.46
RFP_NAME_B,6131644,3952.67,5030.87
RFP_NAME_B,6131651,2691.49,4867.76
RFP_NAME_B,6131661,1975.48,2588.2
RFP_NAME_B,6131664,4511.11,3974.78
RFP_NAME_B,6131681,999.32,3066.78
RFP_NAME_B,6131684,11386.04,14413.23
RFP_NAME_B,6131685,877.07,1600.75
RFP_NAME_B,6131690,3319.27,2176.31
RFP_NAME_B,6131694,4788.23,1695.04
RFP_NAME_B,6131722,9380.84,12704.87
RFP_NAME_B,6131725,4891.08,4215.16
RFP_NAME_B,6131738,6150.83,9243.23
RFP_NAME_B,6131741,949.21,1532.34
RFP_NAME_B,6131745,0,0
RFP_NAME_B,6131746,4125.79,4783.43
RFP_NAME_B,6131749,5499.95,5322.69
RFP_NAME_B,6131755,1160.96,2599.17
RFP_NAME_B,6131759,4550.16,3475.22
RFP_NAME_B,6131763,437.16,3285.68
RFP_NAME_B,6131769,0,0
RFP_NAME_B,6131773,820.12,394.41
RFP_NAME_B,6131774,12207.42,9144.13
RFP_NAME_B,6131795,442.62,643.2
RFP_NAME_B,6131809,4765.86,3789.76
RFP_NAME_B,6131823,696.8,241.78
RFP_NAME_B,6131835,9505.54,8473.53
RFP_NAME_B,6131870,87857.74,81415.86
RFP_NAME_B,6131880,8184.91,7122.62
RFP_NAME_B,6131895,0,6820.07
RFP_NAME_B,6131897,10129.8,11776.96
RFP_NAME_B,6131904,20734.81,21946.49
RFP_NAME_B,6131916,12392.05,7499.56
RFP_NAME_B,6131927,5898.63,6931.3
RFP_NAME_B,6131931,4390.4,4332.53
RFP_NAME_B,6131951,354.41,824.29
RFP_NAME_B,6131972,8028.39,6124.41
RFP_NAME_B,6131985,6986.39,7717.68
RFP_NAME_B,6132017,28672.05,30121.06
RFP_NAME_B,6132045,6837.32,6843.75
RFP_NAME_B,6132051,569.92,897.63
RFP_NAME_B,6132070,21916.43,25042.1
RFP_NAME_B,6132086,6617.55,6422.39
RFP_NAME_B,6132109,20082.25,24951.9
RFP_NAME_B,6132114,1376.04,4160.96
RFP_NAME_B,6132115,13550.72,11321.45
RFP_NAME_B,6132118,6073.89,3150.5
RFP_NAME_B,6132122,10966.45,10014.96
RFP_NAME_B,6132125,32223.65,34217.81
RFP_NAME_B,6132130,3174.35,5588.46
RFP_NAME_B,6132132,32.24,120.89
RFP_NAME_B,6132171,37953.62,41484.37
RFP_NAME_B,6132178,3249.51,3010.13
RFP_NAME_B,6132193,101499.79,78511.45
RFP_NAME_B,6132200,2326.72,1434.56
RFP_NAME_B,6132243,2363.2,5729.53
RFP_NAME_B,6132251,3941.96,3001.86
RFP_NAME_B,6132286,18553.72,13333.65
RFP_NAME_B,6132302,6089.79,9451.15
RFP_NAME_B,6132357,7338.13,8258.27
RFP_NAME_B,6132367,19436.75,19435.65
RFP_NAME_B,6132375,23053.51,22570.14
RFP_NAME_B,6132401,2896.28,3804.71
RFP_NAME_B,6132428,5247.55,5414.13
RFP_NAME_B,6132435,28871.97,28869.07
RFP_NAME_B,6132436,8100.18,12717.32
RFP_NAME_B,6132438,0,0
RFP_NAME_B,6132455,7984.94,4647.86
RFP_NAME_B,6132460,4175.14,3621.49
RFP_NAME_B,6132473,3740.63,4321.72
RFP_NAME_B,6132475,1833.35,1634.81
RFP_NAME_B,6132520,2966.48,2430.96
RFP_NAME_B,6132521,4823.24,5248.04
RFP_NAME_B,6132534,1348.91,2745.1
RFP_NAME_B,6132535,7947.38,11507.35
RFP_NAME_B,6132563,0,145.5
RFP_NAME_B,6132566,5450.8,6036.73
RFP_NAME_B,6132570,1414.86,-63.39
RFP_NAME_B,6132574,2644.59,1357.64
RFP_NAME_B,6132598,0,0
RFP_NAME_B,6132614,10704.49,9220.12
RFP_NAME_B,6132617,384.8,-78.22
RFP_NAME_B,6132629,98.36,726.42
RFP_NAME_B,6132632,0,486.6
RFP_NAME_B,6132637,4671.44,5598.74
RFP_NAME_B,6132714,1795.66,1336.8
RFP_NAME_B,6132718,10740.94,8620.23
RFP_NAME_B,6132719,915.34,1138.01
RFP_NAME_B,6132748,10718.77,17877.28
RFP_NAME_B,6132773,3197.75,4486.36
RFP_NAME_B,6132780,1728.39,2177.75
RFP_NAME_B,6132788,18001.55,19283.42
RFP_NAME_B,6132799,4167.64,4813.52
RFP_NAME_B,6132807,4152.22,2014.41
RFP_NAME_B,6132844,14658.35,15388.15
RFP_NAME_B,6132864,548.77,779.38
RFP_NAME_B,6132867,12753.28,2868.52
RFP_NAME_B,6132880,13819.36,14124.43
RFP_NAME_B,6132882,13675.7,18209.75
RFP_NAME_B,6132884,4902.11,4510.87
RFP_NAME_B,6132890,0,0
RFP_NAME_B,6132891,22011.2,44855.22
RFP_NAME_B,6132895,11488.32,14097.16
RFP_NAME_B,6132899,22788.14,30386.58
RFP_NAME_B,6132926,1870.29,1926.46
RFP_NAME_B,6132927,18221.16,15921.38
RFP_NAME_B,6132933,3336.04,3535.12
RFP_NAME_B,6132942,1667.55,2102.18
RFP_NAME_B,6132945,4970.5,6231.01
RFP_NAME_B,6132954,6226.84,8639.9
RFP_NAME_B,6132982,2627.85,2814.15
RFP_NAME_B,6132988,0,1368.79
RFP_NAME_B,6133023,2477.81,4174.63
RFP_NAME_B,6133032,7415.46,8997.81
RFP_NAME_B,6133035,0,0
RFP_NAME_B,6133039,4322.59,2528.11
RFP_NAME_B,6133055,10198.94,7689.98
RFP_NAME_B,6133058,8149.79,9145.26
RFP_NAME_B,6133063,19052.56,17757.23
RFP_NAME_B,6133067,4536.24,6138.25
RFP_NAME_B,6133069,2439.9,1014.48
RFP_NAME_B,6133086,47206.24,43561.97
RFP_NAME_B,6133091,10741.89,11426.31
RFP_NAME_B,6133100,12417.99,10701.29
RFP_NAME_B,6133125,6991.72,7857.25
RFP_NAME_B,6133130,5267.73,5409.06
RFP_NAME_B,6133133,69660.76,65731.83
RFP_NAME_B,6133137,1469.97,5567
RFP_NAME_B,6133164,10869.58,9474.84
RFP_NAME_B,6133171,0,0
RFP_NAME_B,6133201,7412.51,11959.81
RFP_NAME_B,6133221,0,0
RFP_NAME_B,6133233,39647.58,27461.06
RFP_NAME_B,6133237,2148.97,2828.94
RFP_NAME_B,6133255,4858.1,6518.96
RFP_NAME_B,6133261,13247.22,8998.36
RFP_NAME_B,6133279,0,2418.82
RFP_NAME_B,6133291,363.1,0
RFP_NAME_B,6133292,24675.77,30448.9
RFP_NAME_B,6133325,3199.98,3857.15
RFP_NAME_B,6133334,855,2136.41
RFP_NAME_B,6133341,24732.47,29408.3
RFP_NAME_B,6133344,14174.4,16250.78
RFP_NAME_B,6133352,3807.45,5964.35
RFP_NAME_B,6133353,6234.58,4454.51
RFP_NAME_B,6133367,29090.96,27723.82
RFP_NAME_B,6133416,47039.95,47362.9
RFP_NAME_B,6133427,2799.52,3048
RFP_NAME_B,6133430,0,0
RFP_NAME_B,6133486,4382.04,3539.66
RFP_NAME_B,6133503,15794.74,17115.93
RFP_NAME_B,6133521,0,6643.14
RFP_NAME_B,6133531,0,0
RFP_NAME_B,6133543,0,0
RFP_NAME_B,6133562,151.69,766.67
RFP_NAME_B,6133567,5355.07,7956.36
RFP_NAME_B,6133577,2033.22,1737.51
RFP_NAME_B,6133621,15603.45,15044.46
RFP_NAME_B,6133664,15130.05,16829.02
RFP_NAME_B,6133669,2970.13,2241.45
RFP_NAME_B,6133736,0,0
RFP_NAME_B,6133743,7035.39,5547.55
RFP_NAME_B,6133801,10033.9,11573.17
RFP_NAME_B,6133845,1211.75,1321.9
RFP_NAME_B,6133851,6071.77,4166.63
RFP_NAME_B,6133858,0,1614.92
RFP_NAME_B,6133869,7387.52,6451.13
RFP_NAME_B,6133882,0,-342.79
RFP_NAME_B,6133902,2644.37,2680.65
RFP_NAME_B,6133923,721.69,471.87
RFP_NAME_B,6133935,45942.62,38422.35
RFP_NAME_B,6133976,3692.82,2313.56
RFP_NAME_B,6133982,3288.3,2669.62
RFP_NAME_B,6133998,14192.32,14624.84
RFP_NAME_B,6134037,6187.01,6240.94
RFP_NAME_B,6134042,12215.18,11452
RFP_NAME_B,6134093,7905.07,12198.39
RFP_NAME_B,6134157,0,0
RFP_NAME_B,6134171,12704.45,9784.72
RFP_NAME_B,6134175,0,0
RFP_NAME_B,6134189,0,384.8
RFP_NAME_B,6134208,15407.44,21109.76
RFP_NAME_B,6134209,2665.46,1516.16
RFP_NAME_B,6134213,5073.3,5041.04
RFP_NAME_B,6134216,776.24,2801.37
RFP_NAME_B,6134228,31663.38,31756.13
RFP_NAME_B,6134251,12994.72,15527.5
RFP_NAME_B,6134285,370.84,273.52
RFP_NAME_B,6134287,269.71,962.15
RFP_NAME_B,6134320,19714.08,18832.56
RFP_NAME_B,6134324,221.55,537.86
RFP_NAME_B,6134325,5115.27,7913.25
RFP_NAME_B,6134332,7254.4,12403.34
RFP_NAME_B,6134340,27494.44,33023.95
RFP_NAME_B,6134344,3207.31,3258.35
RFP_NAME_B,6134358,0,0
RFP_NAME_B,6134369,0,0
RFP_NAME_B,6134393,6650.97,7726.89
RFP_NAME_B,6134398,4643.83,4386.61
RFP_NAME_B,6134412,442.04,59.33
RFP_NAME_B,6134418,2021.7,2419.07
RFP_NAME_B,6134445,0,0
RFP_NAME_B,6134468,14783.53,18567.42
RFP_NAME_B,6134485,19325.03,10639.13
RFP_NAME_B,6134508,1782.9,387.88
RFP_NAME_B,6134512,2003.7,1963.95
RFP_NAME_B,6134520,4443.38,5373.15
RFP_NAME_B,6134523,10453,14019.25
RFP_NAME_B,6134553,16416.74,16128.2
RFP_NAME_B,6134577,0,98.36
RFP_NAME_B,6134605,672.04,356.28
RFP_NAME_B,6134607,4544.2,4477.48
RFP_NAME_B,6134643,4314.11,4569.65
RFP_NAME_B,6134648,1545.75,3714.47
RFP_NAME_B,6134651,16106.32,13235.06
RFP_NAME_B,6134662,7900.61,7455.43
RFP_NAME_B,6134691,7847.03,8922.74
RFP_NAME_B,6134732,13680.16,22809.18
RFP_NAME_B,6134734,12258.53,12175.48
RFP_NAME_B,6134761,3705.88,5030.31
RFP_NAME_B,6134765,27117.33,24415.03
RFP_NAME_B,6134766,1696.94,2259.45
RFP_NAME_B,6134771,37606.05,41511.81
RFP_NAME_B,6134789,10629.83,6560.37
RFP_NAME_B,6134790,24187.85,27618.33
RFP_NAME_B,6134858,0,0
RFP_NAME_B,6134863,2337.78,1694.45
RFP_NAME_B,6134893,6463.38,6434.57
RFP_NAME_B,6134904,13646.26,13925.36
RFP_NAME_B,6134906,7975.67,6745.56
RFP_NAME_B,6134920,14416.53,13379.88
RFP_NAME_B,6134934,3360.24,2140.11
RFP_NAME_B,6134956,589.08,0
RFP_NAME_B,6134989,0,727.63
RFP_NAME_B,6134990,4196.32,5152.57
RFP_NAME_B,6134996,9503.17,8184.94
RFP_NAME_B,6135001,6631.98,4783.83
RFP_NAME_B,6135004,8530.75,5650.04
RFP_NAME_B,6135005,22129.9,19958.22
RFP_NAME_B,6135007,0,341.3
RFP_NAME_B,6135008,0,0
RFP_NAME_B,6135015,4900.75,6559.13
RFP_NAME_B,6135036,2526.05,2610.77
RFP_NAME_B,6135042,22042.96,22283.84
RFP_NAME_B,6135049,591.92,861.85
RFP_NAME_B,6135055,8687.37,8417.92
RFP_NAME_B,6135056,6275.92,7916.27
RFP_NAME_B,6135087,8181.32,7418.33
RFP_NAME_B,6135131,2912.22,3453.31
RFP_NAME_B,6135151,4390.18,3685.67
RFP_NAME_B,6135155,0,0
RFP_NAME_B,6135175,3647.24,4005.08
RFP_NAME_B,6135205,2011.86,2357.46
RFP_NAME_B,6135226,2620.68,2638.54
RFP_NAME_B,6135229,250.8,64.48
RFP_NAME_B,6135241,21123.69,21896.46
RFP_NAME_B,6135246,0,0
RFP_NAME_B,6135247,1215.18,190.31
RFP_NAME_B,6135249,0,0
RFP_NAME_B,6135266,2072.79,3383.69
RFP_NAME_B,6135267,10784.94,11833.5
RFP_NAME_B,6135291,0,0
RFP_NAME_B,6135300,0,0
RFP_NAME_B,6135304,0,0
RFP_NAME_B,6135322,3562.96,3120.76
RFP_NAME_B,6135333,9337.62,9714.22
RFP_NAME_B,6135340,7434.73,3624.65
RFP_NAME_B,6135352,0,0
RFP_NAME_B,6135382,0,34.19
RFP_NAME_B,6135385,21951.05,19433.17
RFP_NAME_B,6135389,2331.24,0
RFP_NAME_B,6135399,31148.31,35812.11
RFP_NAME_B,6135416,7357.99,8011.82
RFP_NAME_B,6135455,1474.96,2225.67
RFP_NAME_B,6135545,28013.01,33557.94
RFP_NAME_B,6135557,0,0
RFP_NAME_B,6135574,21459.23,20668.31
RFP_NAME_B,6135577,9053.66,13173.24
RFP_NAME_B,6135609,331.75,683.39
RFP_NAME_B,6135613,0,0
RFP_NAME_B,6135637,1603.62,1556.13
RFP_NAME_B,6135641,4786.69,6892.43
RFP_NAME_B,6135679,3803.57,3032.68
RFP_NAME_B,6135683,8256.41,7176.2
RFP_NAME_B,6135694,14541.67,15186.9
RFP_NAME_B,6135701,32866.17,47042.65
RFP_NAME_B,6135708,724.22,1254.45
RFP_NAME_B,6135716,47042.48,43715.52
RFP_NAME_B,6135736,2314.48,1805.13
RFP_NAME_B,6135756,4216.12,3910.91
RFP_NAME_B,6135764,10694.37,14162.4
RFP_NAME_B,6135814,147.54,0
