rfp_group,rfp_name,curryr_rev,prevyr_rev,growth,volume_tier,growth_tier,rebate_rate,rebate,,,total_rev,rebate,net_rev,
6136147,RFP_NAME_B,2487.34,2705.97,-0.080795426,,,0,0,,,,,,
6136151,RFP_NAME_B,15280.57,19683.43,-0.223683575,V2,,0,0,,,,,,
6136154,RFP_NAME_B,0,0,,,,0,0,,,,,,
6136160,RFP_NAME_B,12892.64,15007.12,-0.140898454,V1,,0,0,,,,,,
6136233,RFP_NAME_B,14098.46,17432,-0.191231069,V1,,0,0,,,,,,
6136264,RFP_NAME_B,0,4299.49,-1,,,0,0,,,,,,
6136265,RFP_NAME_B,6709.92,6389.1,0.050213645,,,0,0,,,,,,
6136281,RFP_NAME_B,1872.4,2118.14,-0.116016883,,,0,0,,,,,,
6136283,RFP_NAME_B,11382.29,10443.61,0.089880798,V1,G1,0.01,113.8229,,,,,,
6136298,RFP_NAME_B,3468.55,2465.92,0.406594699,,G3,0,0,,,,,,
6136322,RFP_NAME_B,2214.3,1896.69,0.167454882,,G2,0,0,,,,,,
6136323,RFP_NAME_B,9235.68,12641.65,-0.269424482,V1,,0,0,,,,,,
6136334,RFP_NAME_B,0,0,,,,0,0,,,,,,
6136338,RFP_NAME_B,3275.32,3874.69,-0.154688504,,,0,0,,,,,,
6136372,RFP_NAME_B,0,0,,,,0,0,,,,,,
6136373,RFP_NAME_B,1468.46,2905.58,-0.494606929,,,0,0,,,,,,
6136383,RFP_NAME_B,1153.86,2992.06,-0.614359338,,,0,0,,,,,,
6136392,RFP_NAME_B,1546.49,2266.57,-0.317695902,,,0,0,,,,,,
6136395,RFP_NAME_B,3958.12,5565.45,-0.288805038,,,0,0,,,,,,
6136401,RFP_NAME_B,0,0,,,,0,0,,,,,,
6136414,RFP_NAME_B,257.92,305.04,-0.154471545,,,0,0,,,,,,
6136437,RFP_NAME_B,14236.34,13333.89,0.067680924,V1,,0,0,,,,,,
6136448,RFP_NAME_B,5335.39,5789.72,-0.078471843,,,0,0,,,,,,
6136457,RFP_NAME_B,12533.73,12004.02,0.044127717,V1,,0,0,,,,,,
6136465,RFP_NAME_B,3421.85,0,inf,,,0,0,,,,,,
6136472,RFP_NAME_B,256.88,320.32,-0.198051948,,,0,0,,,,,,
6136480,RFP_NAME_B,4861.22,5649.6,-0.139546163,,,0,0,,,,,,
6136486,RFP_NAME_B,7723.5,7627.76,0.012551522,,,0,0,,,,,,
6136513,RFP_NAME_B,11605.77,14585.6,-0.204299446,V1,,0,0,,,,,,
6136515,RFP_NAME_B,12476.56,13846.17,-0.098916162,V1,,0,0,,,,,,
6136541,RFP_NAME_B,1157.47,1745.38,-0.336837823,,,0,0,,,,,,
6136549,RFP_NAME_B,6838.24,7525.44,-0.09131692,,,0,0,,,,,,
6136553,RFP_NAME_B,12165.36,9166.42,0.327165895,V1,G3,0.05,608.268,,,,,,
6136555,RFP_NAME_B,4516.24,7806.06,-0.421444365,,,0,0,,,,,,
6136581,RFP_NAME_B,4323.45,4270.29,0.012448803,,,0,0,,,,,,
6136586,RFP_NAME_B,470.91,544.32,-0.13486552,,,0,0,,,,,,
6136594,RFP_NAME_B,13842.39,15495.03,-0.106656134,V1,,0,0,,,,,,
6136602,RFP_NAME_B,3477.75,5366.25,-0.351921733,,,0,0,,,,,,
6136603,RFP_NAME_B,5441.07,8195.77,-0.336112409,,,0,0,,,,,,
6136604,RFP_NAME_B,2756.16,1060.99,1.597724766,,G3,0,0,,,,,,
6136620,RFP_NAME_B,5699.05,12033.19,-0.526389095,,,0,0,,,,,,
6136627,RFP_NAME_B,4603.54,4374.65,0.0523219,,,0,0,,,,,,
6136681,RFP_NAME_B,12752.75,13183.58,-0.032679287,V1,,0,0,,,,,,
6136755,RFP_NAME_B,4539.99,5431.55,-0.164144673,,,0,0,,,,,,
6136777,RFP_NAME_B,5024.11,5819.51,-0.136678174,,,0,0,,,,,,
6136779,RFP_NAME_B,838.5,1311.8,-0.360801952,,,0,0,,,,,,
6136829,RFP_NAME_B,408.82,931.15,-0.560951512,,,0,0,,,,,,
6136838,RFP_NAME_B,2494.53,3707.76,-0.327213736,,,0,0,,,,,,
6136846,RFP_NAME_B,11009.65,13809.89,-0.202770623,V1,,0,0,,,,,,
6136854,RFP_NAME_B,6228.59,4973.62,0.252325268,,G3,0,0,,,,,,
6136856,RFP_NAME_B,0,0,,,,0,0,,,,,,
6136859,RFP_NAME_B,1839.76,2340.82,-0.214053195,,,0,0,,,,,,
6136882,RFP_NAME_B,13452.9,12388.06,0.085956962,V1,G1,0.01,134.529,,,,,,
6136897,RFP_NAME_B,9008.47,10371.62,-0.13143077,V1,,0,0,,,,,,
6136899,RFP_NAME_B,3721.38,4362.52,-0.146965515,,,0,0,,,,,,
6136922,RFP_NAME_B,0,2174.5,-1,,,0,0,,,,,,
6136935,RFP_NAME_B,269.86,952.83,-0.716780538,,,0,0,,,,,,
6136936,RFP_NAME_B,7839.88,7428.44,0.055387134,,,0,0,,,,,,
6136944,RFP_NAME_B,14375.62,19218.37,-0.25198547,V1,,0,0,,,,,,
6136951,RFP_NAME_B,2420.89,1878.57,0.288687672,,G3,0,0,,,,,,
6136952,RFP_NAME_B,6025.33,8390.8,-0.281912333,,,0,0,,,,,,
6136953,RFP_NAME_B,12634.82,16116.61,-0.216037368,V1,,0,0,,,,,,
6136985,RFP_NAME_B,10637.38,11081.7,-0.040094931,V1,,0,0,,,,,,
6136996,RFP_NAME_B,0,237.32,-1,,,0,0,,,,,,
6137001,RFP_NAME_B,6052.87,6289.33,-0.03759701,,,0,0,,,,,,
6137007,RFP_NAME_B,1027.76,1115.8,-0.078903029,,,0,0,,,,,,
6137010,RFP_NAME_B,2958.92,3673.36,-0.194492236,,,0,0,,,,,,
6137014,RFP_NAME_B,400.14,799.69,-0.499631107,,,0,0,,,,,,
6137034,RFP_NAME_B,13534.97,16305.73,-0.169925542,V1,,0,0,,,,,,
6137070,RFP_NAME_B,139321.69,149853.87,-0.070283003,V4,,0,0,,,,,,
6137071,RFP_NAME_B,0,296.6,-1,,,0,0,,,,,,
6137086,RFP_NAME_B,0,0,,,,0,0,,,,,,
6137137,RFP_NAME_B,1152.85,1087.11,0.060472261,,,0,0,,,,,,
6137138,RFP_NAME_B,2930.81,4937.55,-0.406424239,,,0,0,,,,,,
6137158,RFP_NAME_B,5737.25,4648.05,0.234334829,,G3,0,0,,,,,,
6137177,RFP_NAME_B,3728.53,4969.67,-0.249742941,,,0,0,,,,,,
6137189,RFP_NAME_B,3294.35,7829.16,-0.579220504,,,0,0,,,,,,
6137195,RFP_NAME_B,16180.42,12211.27,0.325039902,V2,G3,0.07,1132.6294,,,,,,
6137211,RFP_NAME_B,1067.96,438.5,1.435484607,,G3,0,0,,,,,,
6137215,RFP_NAME_B,0,0,,,,0,0,,,,,,
6137219,RFP_NAME_B,5855.73,6268.29,-0.065816993,,,0,0,,,,,,
6137238,RFP_NAME_B,1283.98,410.3,2.129368755,,G3,0,0,,,,,,
6137242,RFP_NAME_B,892.32,646.74,0.379719826,,G3,0,0,,,,,,
6137259,RFP_NAME_B,9494.54,7675.99,0.236914066,V1,G3,0.05,474.727,,,,,,
6137272,RFP_NAME_B,474.35,1631.26,-0.709212511,,,0,0,,,,,,
6137282,RFP_NAME_B,3224.37,4236.2,-0.238853218,,,0,0,,,,,,
6137324,RFP_NAME_B,2211.9,1561.44,0.416577006,,G3,0,0,,,,,,
6137348,RFP_NAME_B,2142.3,2125.24,0.008027329,,,0,0,,,,,,
6137383,RFP_NAME_B,5900.07,8457.22,-0.302362951,,,0,0,,,,,,
6137384,RFP_NAME_B,5808.01,7106.1,-0.182672633,,,0,0,,,,,,
6137432,RFP_NAME_B,777.07,1586.76,-0.510278807,,,0,0,,,,,,
6137436,RFP_NAME_B,3526.45,4285,-0.177024504,,,0,0,,,,,,
6137468,RFP_NAME_B,11341.96,8654.3,0.310557757,V1,G3,0.05,567.098,,,,,,
6137484,RFP_NAME_B,11244.01,11075.15,0.015246746,V1,,0,0,,,,,,
6137502,RFP_NAME_B,8115.14,8132.44,-0.002127283,,,0,0,,,,,,
6137536,RFP_NAME_B,3807.91,3665.13,0.038956326,,,0,0,,,,,,
6137540,RFP_NAME_B,8172.63,6944.04,0.176927264,,G2,0,0,,,,,,
6137560,RFP_NAME_B,2417.76,4382.28,-0.448287193,,,0,0,,,,,,
6137616,RFP_NAME_B,0,0,,,,0,0,,,,,,
6137628,RFP_NAME_B,5211.77,6312.04,-0.1743129,,,0,0,,,,,,
6137636,RFP_NAME_B,4762.43,4208.27,0.131683566,,G1,0,0,,,,,,
6137637,RFP_NAME_B,8956.87,6256.29,0.431658379,,G3,0,0,,,,,,
6137642,RFP_NAME_B,3702.86,4553.99,-0.186897644,,,0,0,,,,,,
6137650,RFP_NAME_B,10334.03,8983.32,0.150357552,V1,G2,0.03,310.0209,,,,,,
6137658,RFP_NAME_B,29802.82,31423.43,-0.051573301,V3,,0,0,,,,,,
6137684,RFP_NAME_B,26305.91,22069.19,0.191974422,V3,G2,0.05,1315.2955,,,,,,
6137756,RFP_NAME_B,3384.33,3643.35,-0.071093911,,,0,0,,,,,,
6137764,RFP_NAME_B,7755.49,9016.14,-0.139821476,,,0,0,,,,,,
6137772,RFP_NAME_B,4560.03,1720.36,1.65062545,,G3,0,0,,,,,,
6137786,RFP_NAME_B,0,887.78,-1,,,0,0,,,,,,
6137798,RFP_NAME_B,982.15,566.68,0.733165102,,G3,0,0,,,,,,
6137826,RFP_NAME_B,1765.04,2055.29,-0.141220947,,,0,0,,,,,,
6137878,RFP_NAME_B,7951.72,7827.29,0.015896945,,,0,0,,,,,,
6137884,RFP_NAME_B,7817.04,6485.84,0.205247123,,G3,0,0,,,,,,
6137888,RFP_NAME_B,0,1451.36,-1,,,0,0,,,,,,
6137891,RFP_NAME_B,30354.97,32187.29,-0.056926818,V3,,0,0,,,,,,
6137915,RFP_NAME_B,6219.47,6745.92,-0.078039763,,,0,0,,,,,,
6137919,RFP_NAME_B,14394.88,15649.13,-0.080148225,V1,,0,0,,,,,,
6137952,RFP_NAME_B,3172.79,5103.22,-0.378276853,,,0,0,,,,,,
6137960,RFP_NAME_B,3691.05,3187.64,0.157925613,,G2,0,0,,,,,,
6137967,RFP_NAME_B,1888.38,2277.12,-0.170715641,,,0,0,,,,,,
6137990,RFP_NAME_B,0,0,,,,0,0,,,,,,
6138003,RFP_NAME_B,1646.16,2625.87,-0.373099201,,,0,0,,,,,,
6138037,RFP_NAME_B,3666.02,4984.59,-0.264529279,,,0,0,,,,,,
6138052,RFP_NAME_B,1886.13,2708.64,-0.303661616,,,0,0,,,,,,
6138066,RFP_NAME_B,0,0,,,,0,0,,,,,,
6138074,RFP_NAME_B,9383.54,9079.84,0.033447726,V1,,0,0,,,,,,
6138112,RFP_NAME_B,9280.53,10482.57,-0.114670353,V1,,0,0,,,,,,
6138138,RFP_NAME_B,31872.9,32139.03,-0.008280586,V3,,0,0,,,,,,
6138164,RFP_NAME_B,4894.85,4664.59,0.049363395,,,0,0,,,,,,
6138201,RFP_NAME_B,3938.01,3707.65,0.062130999,,,0,0,,,,,,
6138205,RFP_NAME_B,1078.51,1978.39,-0.454854705,,,0,0,,,,,,
6138248,RFP_NAME_B,10340.71,8611.92,0.200743853,V1,G3,0.05,517.0355,,,,,,
6138271,RFP_NAME_B,21022.06,24647.19,-0.147080864,V2,,0,0,,,,,,
6138288,RFP_NAME_B,2195.02,2728.58,-0.195544935,,,0,0,,,,,,
6138292,RFP_NAME_B,3967.14,5717.07,-0.306088608,,,0,0,,,,,,
6138297,RFP_NAME_B,5376.77,6127.07,-0.122456574,,,0,0,,,,,,
6138325,RFP_NAME_B,569.22,421.13,0.351649134,,G3,0,0,,,,,,
6138405,RFP_NAME_B,20870.52,16890.78,0.235616117,V2,G3,0.07,1460.9364,,,,,,
6138425,RFP_NAME_B,4091.45,3137.38,0.304097687,,G3,0,0,,,,,,
6138430,RFP_NAME_B,4743.41,4143.64,0.144744717,,G1,0,0,,,,,,
6138446,RFP_NAME_B,2518.99,3445.51,-0.26890649,,,0,0,,,,,,
6138467,RFP_NAME_B,646.14,902.18,-0.283801459,,,0,0,,,,,,
6138494,RFP_NAME_B,3035.44,5048.01,-0.398685819,,,0,0,,,,,,
6138495,RFP_NAME_B,6842.44,10159.6,-0.326504981,,,0,0,,,,,,
6138517,RFP_NAME_B,2233.7,1781.12,0.254098545,,G3,0,0,,,,,,
6138521,RFP_NAME_B,12619.68,12838.36,-0.017033328,V1,,0,0,,,,,,
6138548,RFP_NAME_B,5257.89,7290.5,-0.278802551,,,0,0,,,,,,
6138563,RFP_NAME_B,8855.79,11162.61,-0.20665597,,,0,0,,,,,,
6138583,RFP_NAME_B,0,306.36,-1,,,0,0,,,,,,
6138608,RFP_NAME_B,5400.91,4724.31,0.143216681,,G1,0,0,,,,,,
6138667,RFP_NAME_B,196.72,328.13,-0.400481516,,,0,0,,,,,,
6138683,RFP_NAME_B,118.66,498.52,-0.761975447,,,0,0,,,,,,
6138714,RFP_NAME_B,9798.26,13900.92,-0.295135862,V1,,0,0,,,,,,
6138735,RFP_NAME_B,3319.53,4141.05,-0.198384468,,,0,0,,,,,,
6138740,RFP_NAME_B,13748.47,12301.36,0.117638212,V1,G1,0.01,137.4847,,,,,,
6138754,RFP_NAME_B,4757.82,5170.15,-0.079752038,,,0,0,,,,,,
6138767,RFP_NAME_B,0,0,,,,0,0,,,,,,
6138768,RFP_NAME_B,1755.81,2888.3,-0.392095696,,,0,0,,,,,,
6138771,RFP_NAME_B,0,0,,,,0,0,,,,,,
6138778,RFP_NAME_B,2243.82,3502.16,-0.359303972,,,0,0,,,,,,
6138807,RFP_NAME_B,9350.6,8857.82,0.055632198,V1,,0,0,,,,,,
6138810,RFP_NAME_B,8493.51,8216.73,0.033684933,,,0,0,,,,,,
6138841,RFP_NAME_B,16859.96,23400.65,-0.279508903,V2,,0,0,,,,,,
6138850,RFP_NAME_B,43166.95,41969.54,0.028530453,V3,,0,0,,,,,,
6138879,RFP_NAME_B,2722.22,3083.76,-0.117239993,,,0,0,,,,,,
6138882,RFP_NAME_B,2183.38,2889.31,-0.24432477,,,0,0,,,,,,
6138891,RFP_NAME_B,5250.02,3483.94,0.506920326,,G3,0,0,,,,,,
6138898,RFP_NAME_B,12201.73,14693.87,-0.169604059,V1,,0,0,,,,,,
6138917,RFP_NAME_B,3378.36,6684.62,-0.494607023,,,0,0,,,,,,
6138924,RFP_NAME_B,5504.3,4669.96,0.178661059,,G2,0,0,,,,,,
6138952,RFP_NAME_B,4030.58,3153.83,0.277995326,,G3,0,0,,,,,,
6138956,RFP_NAME_B,5244.15,3684.96,0.423122639,,G3,0,0,,,,,,
6138971,RFP_NAME_B,3832.11,2352.96,0.628633721,,G3,0,0,,,,,,
6138974,RFP_NAME_B,6476.09,5110.95,0.267101028,,G3,0,0,,,,,,
6138987,RFP_NAME_B,6613.45,6027.02,0.097300158,,G1,0,0,,,,,,
6139001,RFP_NAME_B,4995.19,7428.56,-0.327569542,,,0,0,,,,,,
6139009,RFP_NAME_B,0,128.96,-1,,,0,0,,,,,,
6139012,RFP_NAME_B,11713.94,9178.5,0.276236858,V1,G3,0.05,585.697,,,,,,
6139022,RFP_NAME_B,55.66,339.94,-0.836265223,,,0,0,,,,,,
6139031,RFP_NAME_B,5312.23,5696.08,-0.06738845,,,0,0,,,,,,
6139077,RFP_NAME_B,7519.13,5887.53,0.2771281,,G3,0,0,,,,,,
6139091,RFP_NAME_B,4216.35,4146.25,0.016906844,,,0,0,,,,,,
6139092,RFP_NAME_B,2611.18,3043.68,-0.142097724,,,0,0,,,,,,
6139121,RFP_NAME_B,1230.28,2008.07,-0.387332115,,,0,0,,,,,,
6139156,RFP_NAME_B,1304.35,1563.32,-0.165653865,,,0,0,,,,,,
6139157,RFP_NAME_B,118.66,118.66,0,,,0,0,,,,,,
6139158,RFP_NAME_B,3867.43,4650.27,-0.168342913,,,0,0,,,,,,
6139178,RFP_NAME_B,564.76,298.62,0.891233005,,G3,0,0,,,,,,
6139205,RFP_NAME_B,0,0,,,,0,0,,,,,,
6139211,RFP_NAME_B,3751.34,2660.47,0.410029055,,G3,0,0,,,,,,
6139218,RFP_NAME_B,2759.86,1748.4,0.578506063,,G3,0,0,,,,,,
6139224,RFP_NAME_B,1857.02,1901.57,-0.023428009,,,0,0,,,,,,
6139228,RFP_NAME_B,35469.6,24286.37,0.460473508,V3,G3,0.07,2482.872,,,,,,
6139254,RFP_NAME_B,866.96,437.43,0.981939968,,G3,0,0,,,,,,
6139258,RFP_NAME_B,19553.11,20067.83,-0.025649011,V2,,0,0,,,,,,
6139267,RFP_NAME_B,833.9,2256.88,-0.630507603,,,0,0,,,,,,
6139287,RFP_NAME_B,1676.14,2267.05,-0.260651507,,,0,0,,,,,,
6139303,RFP_NAME_B,0,3389.15,-1,,,0,0,,,,,,
6139310,RFP_NAME_B,3669.65,4412.74,-0.168396506,,,0,0,,,,,,
6139333,RFP_NAME_B,11416.46,11622.59,-0.01773529,V1,,0,0,,,,,,
6139336,RFP_NAME_B,2226.2,4773.81,-0.533663887,,,0,0,,,,,,
6139367,RFP_NAME_B,2244.89,3744.2,-0.40043534,,,0,0,,,,,,
6139369,RFP_NAME_B,10387.73,10952.02,-0.051523828,V1,,0,0,,,,,,
6139377,RFP_NAME_B,530.89,472.88,0.122673828,,G1,0,0,,,,,,
6139390,RFP_NAME_B,2593.84,698.2,2.715038671,,G3,0,0,,,,,,
6139394,RFP_NAME_B,21806.76,35281.73,-0.381924866,V2,,0,0,,,,,,
6139446,RFP_NAME_B,4937.59,7932.83,-0.377575216,,,0,0,,,,,,
6139488,RFP_NAME_B,32283.35,27293.35,0.182828418,V3,G2,0.05,1614.1675,,,,,,
6139515,RFP_NAME_B,27555.29,24446.85,0.127150942,V3,G1,0.03,826.6587,,,,,,
6139527,RFP_NAME_B,786.76,1429.63,-0.44967579,,,0,0,,,,,,
6139569,RFP_NAME_B,6796.92,5636.09,0.205963709,,G3,0,0,,,,,,
6139639,RFP_NAME_B,0,0,,,,0,0,,,,,,
6139647,RFP_NAME_B,1068.27,1759.18,-0.392745484,,,0,0,,,,,,
6139716,RFP_NAME_B,9982.62,9009.72,0.107983378,V1,G1,0.01,99.8262,,,,,,
6139720,RFP_NAME_B,3445.54,1011.29,2.407074133,,G3,0,0,,,,,,
6139734,RFP_NAME_B,3232.33,3151.67,0.025592781,,,0,0,,,,,,
6139771,RFP_NAME_B,1190.94,1808.63,-0.341523695,,,0,0,,,,,,
6139779,RFP_NAME_B,9350.09,9009.42,0.037812645,V1,,0,0,,,,,,
6139804,RFP_NAME_B,3190.69,2502.7,0.274899109,,G3,0,0,,,,,,
6139805,RFP_NAME_B,15175.76,24989.05,-0.392703604,V2,,0,0,,,,,,
6139837,RFP_NAME_B,5733.92,5617.97,0.020639128,,,0,0,,,,,,
6139889,RFP_NAME_B,0,0,,,,0,0,,,,,,
6139921,RFP_NAME_B,29211.03,35668.29,-0.181036433,V3,,0,0,,,,,,
6139941,RFP_NAME_B,2921.27,2801.41,0.042785597,,,0,0,,,,,,
6139952,RFP_NAME_B,672.44,789.4,-0.148163162,,,0,0,,,,,,
6139955,RFP_NAME_B,3842.66,3102.59,0.238532968,,G3,0,0,,,,,,
6139963,RFP_NAME_B,3386.2,4387.48,-0.228213006,,,0,0,,,,,,
6140003,RFP_NAME_B,2126.6,3715.24,-0.427600909,,,0,0,,,,,,
6140005,RFP_NAME_B,3905.68,1691.41,1.309126705,,G3,0,0,,,,,,
6140016,RFP_NAME_B,4009.09,6906.6,-0.419527698,,,0,0,,,,,,
6140027,RFP_NAME_B,0,0,,,,0,0,,,,,,
6140033,RFP_NAME_B,0,0,,,,0,0,,,,,,
6140066,RFP_NAME_B,5560.27,7804.42,-0.287548594,,,0,0,,,,,,
6140072,RFP_NAME_B,0,0,,,,0,0,,,,,,
6140083,RFP_NAME_B,0,1481.44,-1,,,0,0,,,,,,
6140088,RFP_NAME_B,26613.58,27250.67,-0.023378875,V3,,0,0,,,,,,
6140107,RFP_NAME_B,3155.75,3279.59,-0.037760818,,,0,0,,,,,,
6140119,RFP_NAME_B,5901.61,7120.16,-0.171140817,,,0,0,,,,,,
6140120,RFP_NAME_B,431.36,245.9,0.754209028,,G3,0,0,,,,,,
6140137,RFP_NAME_B,12671.23,25357.08,-0.500288282,V1,,0,0,,,,,,
6140142,RFP_NAME_B,2562.01,3306.51,-0.225161878,,,0,0,,,,,,
6140148,RFP_NAME_B,1109.64,2059.01,-0.461080811,,,0,0,,,,,,
6140162,RFP_NAME_B,26339.72,24703.22,0.066246425,V3,,0,0,,,,,,
6140173,RFP_NAME_B,6063.13,7648.96,-0.207326225,,,0,0,,,,,,
6140175,RFP_NAME_B,11527.5,10922.12,0.055426968,V1,,0,0,,,,,,
6140208,RFP_NAME_B,9349.34,10720.85,-0.127929222,V1,,0,0,,,,,,
6140213,RFP_NAME_B,873.76,1363.94,-0.35938531,,,0,0,,,,,,
6140316,RFP_NAME_B,8383.51,14906.74,-0.437602722,,,0,0,,,,,,
6140371,RFP_NAME_B,3017.03,3116.85,-0.032025924,,,0,0,,,,,,
6140375,RFP_NAME_B,340.42,0,inf,,,0,0,,,,,,
6140396,RFP_NAME_B,928.65,1545.13,-0.39898261,,,0,0,,,,,,
6140495,RFP_NAME_B,89490.58,68850.77,0.299776023,V4,G3,0.11,9843.9638,,,,,,
6140496,RFP_NAME_B,0,0,,,,0,0,,,,,,
6140523,RFP_NAME_B,22496.56,19299.82,0.165635742,V2,G2,0.05,1124.828,,,,,,
6140535,RFP_NAME_B,6051.24,7212.11,-0.160961217,,,0,0,,,,,,
6140541,RFP_NAME_B,3479.51,3640.48,-0.044216697,,,0,0,,,,,,
6140569,RFP_NAME_B,1241.68,1959.85,-0.366441309,,,0,0,,,,,,
6140586,RFP_NAME_B,63747.13,53657.11,0.188046281,V4,G2,0.07,4462.2991,,,,,,
6140588,RFP_NAME_B,4816.03,8127.13,-0.407413195,,,0,0,,,,,,
6140607,RFP_NAME_B,6603.37,6420.43,0.028493419,,,0,0,,,,,,
6140625,RFP_NAME_B,7902.43,6837.39,0.15576704,,G2,0,0,,,,,,
6140638,RFP_NAME_B,2102.69,3184.61,-0.339733908,,,0,0,,,,,,
6140660,RFP_NAME_B,0,0,,,,0,0,,,,,,
6140663,RFP_NAME_B,8597.54,7911.38,0.08673076,,G1,0,0,,,,,,
6140679,RFP_NAME_B,13282.57,16213.51,-0.180771468,V1,,0,0,,,,,,
6140697,RFP_NAME_B,0,0,,,,0,0,,,,,,
6140728,RFP_NAME_B,1843.63,2565.27,-0.281311519,,,0,0,,,,,,
6140736,RFP_NAME_B,23466.21,28165.33,-0.16684058,V3,,0,0,,,,,,
6140773,RFP_NAME_B,10498.5,11322.68,-0.072790187,V1,,0,0,,,,,,
6140810,RFP_NAME_B,3784.97,3282.67,0.153015685,,G2,0,0,,,,,,
6140843,RFP_NAME_B,7848.66,7812.74,0.004597619,,,0,0,,,,,,
6140854,RFP_NAME_B,0,0,,,,0,0,,,,,,
6140881,RFP_NAME_B,13515.28,12810.19,0.055041338,V1,,0,0,,,,,,
6140909,RFP_NAME_B,20051.07,20890.15,-0.040166298,V2,,0,0,,,,,,
6140944,RFP_NAME_B,5870.32,8104.12,-0.275637577,,,0,0,,,,,,
6141003,RFP_NAME_B,6982.06,9916.93,-0.295945419,,,0,0,,,,,,
6141016,RFP_NAME_B,1083.24,1524.36,-0.289380461,,,0,0,,,,,,
6141069,RFP_NAME_B,25870.31,31201.13,-0.170853427,V3,,0,0,,,,,,
6141076,RFP_NAME_B,0,0,,,,0,0,,,,,,
6141183,RFP_NAME_B,16177.29,19343.09,-0.163665681,V2,,0,0,,,,,,
6141198,RFP_NAME_B,11505.89,14156.4,-0.187230511,V1,,0,0,,,,,,
6141336,RFP_NAME_B,4237.25,2948.37,0.437150018,,G3,0,0,,,,,,
6141345,RFP_NAME_B,3399.38,4936.01,-0.311310147,,,0,0,,,,,,
6141369,RFP_NAME_B,27497.66,30217.86,-0.090019611,V3,,0,0,,,,,,
6141413,RFP_NAME_B,5625.09,6719.24,-0.162838357,,,0,0,,,,,,
6141469,RFP_NAME_B,24899.48,26281.3,-0.052578069,V3,,0,0,,,,,,
6141470,RFP_NAME_B,1090.3,917.75,0.188014165,,G2,0,0,,,,,,
6141489,RFP_NAME_B,3994.71,5598.59,-0.286479274,,,0,0,,,,,,
6141510,RFP_NAME_B,3663.77,2837.6,0.291150973,,G3,0,0,,,,,,
6141549,RFP_NAME_B,8434.41,15888.58,-0.469152687,,,0,0,,,,,,
6141553,RFP_NAME_B,725.44,1952.01,-0.62836256,,,0,0,,,,,,
6141575,RFP_NAME_B,4262.04,5403.43,-0.211234346,,,0,0,,,,,,
6141619,RFP_NAME_B,6699.12,8273.36,-0.190278194,,,0,0,,,,,,
6141623,RFP_NAME_B,12290.73,12748.05,-0.035873722,V1,,0,0,,,,,,
6141626,RFP_NAME_B,136.76,648.4,-0.789080814,,,0,0,,,,,,
6141633,RFP_NAME_B,11342.54,10023.5,0.131594752,V1,G1,0.01,113.4254,,,,,,
6141679,RFP_NAME_B,0,0,,,,0,0,,,,,,
6141688,RFP_NAME_B,4666.93,3578.01,0.304336768,,G3,0,0,,,,,,
6141736,RFP_NAME_B,11396.82,8252.04,0.381091221,V1,G3,0.05,569.841,,,,,,
6141744,RFP_NAME_B,5105.27,5558.84,-0.081594361,,,0,0,,,,,,
6141782,RFP_NAME_B,5876.03,7600.67,-0.226906312,,,0,0,,,,,,
6141876,RFP_NAME_B,22373.03,22530.96,-0.007009466,V2,,0,0,,,,,,
6141887,RFP_NAME_B,10169.27,8894.94,0.143264598,V1,G1,0.01,101.6927,,,,,,
6141906,RFP_NAME_B,323.2,642.06,-0.496620254,,,0,0,,,,,,
6141915,RFP_NAME_B,5707.02,6650.74,-0.141896992,,,0,0,,,,,,
6141919,RFP_NAME_B,19802.23,15240.03,0.299356366,V2,G3,0.07,1386.1561,,,,,,
6141922,RFP_NAME_B,10356.99,8090.74,0.280104168,V1,G3,0.05,517.8495,,,,,,
6141941,RFP_NAME_B,2793.63,2630.48,0.062022901,,,0,0,,,,,,
6141953,RFP_NAME_B,36566.56,37209.02,-0.017266244,V3,,0,0,,,,,,
6141981,RFP_NAME_B,366.28,474.64,-0.228299343,,,0,0,,,,,,
6141985,RFP_NAME_B,1705.98,2155.11,-0.208402355,,,0,0,,,,,,
6141986,RFP_NAME_B,4654.65,3749.51,0.24140221,,G3,0,0,,,,,,
6142024,RFP_NAME_B,9119.94,10655.24,-0.14408873,V1,,0,0,,,,,,
6142044,RFP_NAME_B,2750.23,2238.55,0.228576534,,G3,0,0,,,,,,
6142061,RFP_NAME_B,926.3,484.2,0.913052458,,G3,0,0,,,,,,
6142063,RFP_NAME_B,7926.21,6076.34,0.304438198,,G3,0,0,,,,,,
6142082,RFP_NAME_B,27495.99,28861.71,-0.047319442,V3,,0,0,,,,,,
6142123,RFP_NAME_B,7705.09,6963.74,0.106458598,,G1,0,0,,,,,,
6142145,RFP_NAME_B,0,0,,,,0,0,,,,,,
6142151,RFP_NAME_B,2851.04,3547.35,-0.196290188,,,0,0,,,,,,
6142199,RFP_NAME_B,0,3112.95,-1,,,0,0,,,,,,
6142279,RFP_NAME_B,3372.68,3383.06,-0.003068228,,,0,0,,,,,,
6142370,RFP_NAME_B,5241.52,6431.14,-0.184978091,,,0,0,,,,,,
6142384,RFP_NAME_B,3259.67,1951.49,0.670349323,,G3,0,0,,,,,,
6142417,RFP_NAME_B,4243.01,4210.12,0.007812129,,,0,0,,,,,,
